freezing_1s,freezing,genotype,id,day,condition,sex,cohort,exposure_mins,analyzed_duration,date,time,els,psilocybin,cohort_id,dob,age_at_sefla,young,Age
64.57316667,64.57,wt,30-1,SEFLA,sefl,male,ptsd9,60.0,60.0,2022-01-12,3:46 PM,n,n,ptsd9_30-1,2021-10-13,13.0,False,Adult
13.26,15.88,wt,30-1,SEFLB,sefl,male,ptsd9,5.0,5.0,2022-01-13,11:37 AM,n,n,ptsd9_30-1,2021-10-13,13.0,False,Adult
29.076,32.56,wt,30-1,Recall 1,sefl,male,ptsd9,5.0,5.0,2022-01-14,11:08 AM,n,n,ptsd9_30-1,2021-10-13,13.0,False,Adult
44.528,48.1,wt,30-1,Recall 2,sefl,male,ptsd9,5.0,5.0,2022-01-21,3:12 PM,n,n,ptsd9_30-1,2021-10-13,13.0,False,Adult
19.364,29.46,wt,30-1,Recall 3,sefl,male,ptsd9,5.0,5.0,2022-01-28,12:28 PM,n,n,ptsd9_30-1,2021-10-13,13.0,False,Adult
11.576,15.14,wt,30-1,Recall 4,sefl,male,ptsd9,5.0,5.0,2022-02-11,4:19 PM,n,n,ptsd9_30-1,2021-10-13,13.0,False,Adult
64.3755,64.38,wt,31-1,SEFLA,sefl,male,ptsd9,60.0,60.0,2022-01-12,3:46 PM,n,n,ptsd9_31-1,2021-10-13,13.0,False,Adult
25.405,26.8,wt,31-1,SEFLB,sefl,male,ptsd9,5.0,5.0,2022-01-13,11:55 AM,n,n,ptsd9_31-1,2021-10-13,13.0,False,Adult
47.448,52.61,wt,31-1,Recall 1,sefl,male,ptsd9,5.0,5.0,2022-01-14,11:22 AM,n,n,ptsd9_31-1,2021-10-13,13.0,False,Adult
51.062,53.21,wt,31-1,Recall 2,sefl,male,ptsd9,5.0,5.0,2022-01-21,3:25 PM,n,n,ptsd9_31-1,2021-10-13,13.0,False,Adult
49.296,31.25,wt,31-1,Recall 3,sefl,male,ptsd9,5.0,5.0,2022-01-28,12:38 PM,n,n,ptsd9_31-1,2021-10-13,13.0,False,Adult
47.04,53.2,wt,31-1,Recall 4,sefl,male,ptsd9,5.0,5.0,2022-02-11,4:29 PM,n,n,ptsd9_31-1,2021-10-13,13.0,False,Adult
67.164,67.16,wt,31-2,SEFLA,sefl,male,ptsd9,60.0,60.0,2022-01-12,3:46 PM,n,n,ptsd9_31-2,2021-10-13,13.0,False,Adult
22.6775,26.73,wt,31-2,SEFLB,sefl,male,ptsd9,5.0,5.0,2022-01-13,11:55 AM,n,n,ptsd9_31-2,2021-10-13,13.0,False,Adult
63.272,66.75,wt,31-2,Recall 1,sefl,male,ptsd9,5.0,5.0,2022-01-14,11:22 AM,n,n,ptsd9_31-2,2021-10-13,13.0,False,Adult
63.57,64.63,wt,31-2,Recall 2,sefl,male,ptsd9,5.0,5.0,2022-01-21,3:25 PM,n,n,ptsd9_31-2,2021-10-13,13.0,False,Adult
58.118,48.21,wt,31-2,Recall 3,sefl,male,ptsd9,5.0,5.0,2022-01-28,12:38 PM,n,n,ptsd9_31-2,2021-10-13,13.0,False,Adult
22.652,28.45,wt,31-2,Recall 4,sefl,male,ptsd9,5.0,5.0,2022-02-11,4:29 PM,n,n,ptsd9_31-2,2021-10-13,13.0,False,Adult
